text,label
.net angular developer | sql,Information Technology
management trainee procurement logistic admin jobs | excel,Operations
management trainee procurement logistic customer service admin | excel,Operations
management trainee product market research research development | data analysis,Marketing
management trainee production/qa | excel,Engineering
management trainee | excel machine learning,Information Technology
manager/ based in indonesia | excel,Finance
manager/ director bm penang regional experiences id |,Finance
manager/ engineer electroplating/surface treatment | excel,Sales
manager/ engineer mechanical process |,Engineering
manager/ estate operations | excel react,Information Technology
manager/ group consolidation and reporting | excel,Finance
manager/ leadership talent management | excel,Human Resources
manager/ procurement excellence asia pacific | excel,Operations
manager/ sr. procurement direct materials | excel,Operations
manager/ sr. procurement indirect materials | excel,Operations
manager/assistant legal secretary compliance |,Administration & Customer Service
manager/assistant manager/ exec | sql excel,Finance
manager/assistant new car assembly plant pegoh melaka | excel,Finance
manager/avp data management office | sql,Information Technology
manager/executive mandarin speaker is preferred | excel,Marketing
manager/executives johor bahru sgx listed package negotiable | excel,Sales
manager/manager design engineer scaffolding | excel,Engineering
manager/manager information system hris | excel,Human Resources
manager/manager research and data analytics | python sql excel,Information Technology
manager/senior corporate finance capital markets advisory |,Information Technology
manager/senior government advisory | excel,Engineering
manager/senior quality assurance | excel,Engineering
manager/senior tax sea | excel,Finance
managers oil gas engineering fabrication modules skid mnc |,Sales
managers recruiters and telemarketers |,Sales
managing consultant business advisory internal audit | excel,Engineering
managing consultant taxation | excel,Finance
managing director logistics | excel,Operations
mandarin and english teacher puchong and pj section 17 desa sri hartamas |,Education
mandarin kindergarten teacher/ primary homework |,Education
mandarin preschool teacher / mandarin early childhood educator |,Education
mandarin representative based in philippines | excel,Administration & Customer Service
mandarin speaker days work | sql excel,Finance
mandarin speaker kuantan/ kelantan/ terengganu | excel,Sales
mandarin speaker/ kk/ keningau/ tawau/ sandakan | excel,Sales
mandarin speaking customer service advisor | excel,Engineering
mandarin speaking interior designer |,Creative Design
mandarin speaking sales designer interior designer | excel,Creative Design
mandarin speaking shipping logistic clerk teluk gong |,Operations
mandarin speaking technical delivery consultant banking/ technical | sql excel java,Information Technology
